# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 2.040306250000000000e+04 3.136000037193298340e-01 2.318840026855468750e-01 2.952750921249389648e-01 1.945390039062500000e+04 3.136000037193298340e-01 2.318840026855468750e-01 2.952750921249389648e-01
1.000000000000000000e+03 2.655862271785736084e-01 8.298076863866299391e-05 2.561242878437042236e-01 2.012862265110015869e-02 1.408937126398086548e-01 8.298076863866299391e-05 2.561242878437042236e-01 2.012862265110015869e-02
2.000000000000000000e+03 3.720331937074661255e-02 1.807204171200282872e-05 2.742463946342468262e-01 2.010263688862323761e-02 1.491339504718780518e-02 1.807204171200282872e-05 2.742463946342468262e-01 2.010263688862323761e-02
3.000000000000000000e+03 5.573933944106101990e-02 1.671405516390223056e-05 2.734250128269195557e-01 2.009459584951400757e-02 3.937229141592979431e-02 1.671405516390223056e-05 2.734250128269195557e-01 2.009459584951400757e-02
4.000000000000000000e+03 2.238853275775909424e-02 1.196946868731174618e-05 2.739621102809906006e-01 2.008916437625885010e-02 9.669583290815353394e-03 1.196946868731174618e-05 2.739621102809906006e-01 2.008916437625885010e-02
5.000000000000000000e+03 3.013610839843750000e-02 1.374664861941710114e-05 2.699454724788665771e-01 2.008568309247493744e-02 1.575231365859508514e-02 1.374664861941710114e-05 2.699454724788665771e-01 2.008568309247493744e-02
6.000000000000000000e+03 1.643196493387222290e-02 1.106187119148671627e-05 2.697447240352630615e-01 2.008173428475856781e-02 6.000237073749303818e-03 1.106187119148671627e-05 2.697447240352630615e-01 2.008173428475856781e-02
7.000000000000000000e+03 1.661330647766590118e-02 1.207404056913219392e-05 2.658872604370117188e-01 2.008058503270149231e-02 5.608651321381330490e-03 1.207404056913219392e-05 2.658872604370117188e-01 2.008058503270149231e-02
8.000000000000000000e+03 2.342575415968894958e-02 1.429476469638757408e-05 2.611472308635711670e-01 2.008129842579364777e-02 1.154975686222314835e-02 1.429476469638757408e-05 2.611472308635711670e-01 2.008129842579364777e-02
9.000000000000000000e+03 2.653919458389282227e+00 1.990522287087514997e-05 2.619868218898773193e-01 2.009036391973495483e-02 2.795874595642089844e+00 1.990522287087514997e-05 2.619868218898773193e-01 2.009036391973495483e-02
1.000000000000000000e+04 1.728911697864532471e-02 1.383829203405184671e-05 2.540998756885528564e-01 2.008812315762042999e-02 5.684864241629838943e-03 1.383829203405184671e-05 2.540998756885528564e-01 2.008812315762042999e-02
1.100000000000000000e+04 1.699087582528591156e-02 1.572374821989797056e-05 2.479902803897857666e-01 2.009568363428115845e-02 3.775713499635457993e-03 1.572374821989797056e-05 2.479902803897857666e-01 2.009568363428115845e-02
1.200000000000000000e+04 3.591504211425781250e+02 2.769037382677197456e-04 2.016361206769943237e-01 2.024506963789463043e-02 3.815367126464843750e+02 2.769037382677197456e-04 2.016361206769943237e-01 2.024506963789463043e-02
1.300000000000000000e+04 2.871568687260150909e-02 2.852748366422019899e-05 2.212755531072616577e-01 2.012142352759838104e-02 4.479457624256610870e-03 2.852748366422019899e-05 2.212755531072616577e-01 2.012142352759838104e-02
1.400000000000000000e+04 2.384847402572631836e-02 2.596272133814636618e-05 2.204722911119461060e-01 2.013386227190494537e-02 2.177023794502019882e-03 2.596272133814636618e-05 2.204722911119461060e-01 2.013386227190494537e-02
1.500000000000000000e+04 1.040115281939506531e-01 3.004598693223670125e-05 2.088675647974014282e-01 2.014804445207118988e-02 7.981834560632705688e-02 3.004598693223670125e-05 2.088675647974014282e-01 2.014804445207118988e-02
1.600000000000000000e+04 2.951583079993724823e-02 3.555769580998457968e-05 1.981996148824691772e-01 2.018411643803119659e-02 1.344837015494704247e-03 3.555769580998457968e-05 1.981996148824691772e-01 2.018411643803119659e-02
1.700000000000000000e+04 3.610647469758987427e-02 4.544251714833080769e-05 1.794026345014572144e-01 2.022306993603706360e-02 2.067429944872856140e-03 4.544251714833080769e-05 1.794026345014572144e-01 2.022306993603706360e-02
1.800000000000000000e+04 3.937198594212532043e-02 5.712498750654049218e-05 1.565967500209808350e-01 2.027963660657405853e-02 1.240816898643970490e-03 5.712498750654049218e-05 1.565967500209808350e-01 2.027963660657405853e-02
1.900000000000000000e+04 4.452784359455108643e-02 7.236116653075441718e-05 1.214138567447662354e-01 2.037300914525985718e-02 2.676415955647826195e-03 7.236116653075441718e-05 1.214138567447662354e-01 2.037300914525985718e-02
2.000000000000000000e+04 4.754456505179405212e-02 8.130611968226730824e-05 6.177172437310218811e-02 2.060783654451370239e-02 2.838918240740895271e-03 8.130611968226730824e-05 6.177172437310218811e-02 2.060783654451370239e-02
2.100000000000000000e+04 5.269539356231689453e-02 3.743429624591954052e-05 8.755075745284557343e-03 2.104071341454982758e-02 2.519482746720314026e-02 3.743429624591954052e-05 8.755075745284557343e-03 2.104071341454982758e-02
2.200000000000000000e+04 5.508381843566894531e+00 9.042733836395200342e-06 3.559980250429362059e-04 2.109678648412227631e-02 5.624837398529052734e+00 9.042733836395200342e-06 3.559980250429362059e-04 2.109678648412227631e-02
2.300000000000000000e+04 3.239278215914964676e-03 5.884604661332559772e-07 8.967499161371961236e-05 2.113007009029388428e-02 5.080428090877830982e-04 5.884604661332559772e-07 8.967499161371961236e-05 2.113007009029388428e-02
2.400000000000000000e+04 8.599483221769332886e-02 5.264915671432390809e-06 2.602567255962640047e-04 2.119305916130542755e-02 8.496652543544769287e-02 5.264915671432390809e-06 2.602567255962640047e-04 2.119305916130542755e-02
2.500000000000000000e+04 2.000622916966676712e-03 4.444575907314174401e-08 4.755343252327293158e-05 2.110940031707286835e-02 2.612550742924213409e-04 4.444575907314174401e-08 4.755343252327293158e-05 2.110940031707286835e-02
2.600000000000000000e+04 1.888470025733113289e-03 1.021213665808318183e-05 2.115770075761247426e-05 2.103677392005920410e-02 4.666998574975878000e-04 1.021213665808318183e-05 2.115770075761247426e-05 2.103677392005920410e-02
2.700000000000000000e+04 1.581362332217395306e-03 1.106623312807641923e-05 1.638622234167996794e-05 2.101625315845012665e-02 2.439919480821117759e-04 1.106623312807641923e-05 1.638622234167996794e-05 2.101625315845012665e-02
