# x, y
0.000000000000000000e+00 -1.000000000000000000e+00
0.000000000000000000e+00 -1.000000000000000000e+00
0.000000000000000000e+00 -1.000000000000000000e+00
0.000000000000000000e+00 -1.000000000000000000e+00
0.000000000000000000e+00 -1.000000000000000000e+00
1.041666697710752487e-02 -9.775398969650268555e-01
2.083333395421504974e-02 -9.516019821166992188e-01
3.125000000000000000e-02 -9.218254089355468750e-01
4.166666790843009949e-02 -8.878130316734313965e-01
5.208333209156990051e-02 -8.491294980049133301e-01
6.250000000000000000e-02 -8.052952289581298828e-01
7.291666418313980103e-02 -7.557840347290039062e-01
8.333333581686019897e-02 -7.000179886817932129e-01
9.375000000000000000e-02 -6.373615860939025879e-01
1.041666641831398010e-01 -5.671169161796569824e-01
1.145833358168601990e-01 -4.885171651840209961e-01
1.250000000000000000e-01 -4.007200002670288086e-01
1.354166716337203979e-01 -3.028004169464111328e-01
1.458333283662796021e-01 -1.937414407730102539e-01
1.562500000000000000e-01 -7.242667675018310547e-02
1.666666716337203979e-01 6.237018108367919922e-02
1.770833283662796021e-01 2.119967937469482422e-01
1.875000000000000000e-01 3.779335021972656250e-01
1.979166716337203979e-01 5.618059635162353516e-01
2.083333283662796021e-01 7.653994560241699219e-01
2.187500000000000000e-01 9.906764030456542969e-01
2.291666716337203979e-01 1.239790320396423340e+00
2.395833283662796021e-01 1.515108823776245117e+00
2.500000000000000000e-01 1.819230794906616211e+00
0.000000000000000000e+00 -1.000000000000000000e+00
1.041666697710752487e-02 -9.775398969650268555e-01
2.083333395421504974e-02 -9.516019821166992188e-01
3.125000000000000000e-02 -9.218254089355468750e-01
4.166666790843009949e-02 -8.878130316734313965e-01
5.208333209156990051e-02 -8.491294980049133301e-01
6.250000000000000000e-02 -8.052952289581298828e-01
7.291666418313980103e-02 -7.557840347290039062e-01
8.333333581686019897e-02 -7.000179886817932129e-01
9.375000000000000000e-02 -6.373615860939025879e-01
1.041666641831398010e-01 -5.671169161796569824e-01
1.145833358168601990e-01 -4.885171651840209961e-01
1.250000000000000000e-01 -4.007200002670288086e-01
1.354166716337203979e-01 -3.028004169464111328e-01
1.458333283662796021e-01 -1.937414407730102539e-01
1.562500000000000000e-01 -7.242667675018310547e-02
1.666666716337203979e-01 6.237018108367919922e-02
1.770833283662796021e-01 2.119967937469482422e-01
1.875000000000000000e-01 3.779335021972656250e-01
1.979166716337203979e-01 5.618059635162353516e-01
2.083333283662796021e-01 7.653994560241699219e-01
2.187500000000000000e-01 9.906764030456542969e-01
2.291666716337203979e-01 1.239790320396423340e+00
2.395833283662796021e-01 1.515108823776245117e+00
2.500000000000000000e-01 1.819230794906616211e+00
0.000000000000000000e+00 -1.000000000000000000e+00
2.500000000000000000e-01 1.819230794906616211e+00
1.250000000000000000e-01 -4.007200002670288086e-01
6.250000000000000000e-02 -8.052952289581298828e-01
1.875000000000000000e-01 3.779335021972656250e-01
3.125000000000000000e-02 -9.218254089355468750e-01
1.562500000000000000e-01 -7.242667675018310547e-02
9.375000000000000000e-02 -6.373615860939025879e-01
2.187500000000000000e-01 9.906764030456542969e-01
1.562500000000000000e-02 -9.650273323059082031e-01
1.406250000000000000e-01 -2.497308254241943359e-01
7.812500000000000000e-02 -7.287212014198303223e-01
2.031250000000000000e-01 6.610193252563476562e-01
4.687500000000000000e-02 -8.690841794013977051e-01
1.718750000000000000e-01 1.352405548095703125e-01
1.093750000000000000e-01 -5.289119482040405273e-01
2.343750000000000000e-01 1.374017477035522461e+00
7.812500000000000000e-03 -9.834676384925842285e-01
1.328125000000000000e-01 -3.282833099365234375e-01
7.031250000000000000e-02 -7.687247991561889648e-01
1.953125000000000000e-01 5.140615701675415039e-01
3.906250000000000000e-02 -8.967363238334655762e-01
1.640625000000000000e-01 2.733540534973144531e-02
1.015625000000000000e-01 -5.854302644729614258e-01
2.265625000000000000e-01 1.175151467323303223e+00
2.343750000000000000e-02 -9.445325136184692383e-01
1.484375000000000000e-01 -1.646080017089843750e-01
8.593750000000000000e-02 -6.850259900093078613e-01
2.109375000000000000e-01 8.196054697036743164e-01
5.468750000000000000e-02 -8.386734724044799805e-01
1.796875000000000000e-01 2.518912553787231445e-01
1.171875000000000000e-01 -4.674649238586425781e-01
2.421875000000000000e-01 1.588331937789916992e+00
3.906250000000000000e-03 -9.919633865356445312e-01
1.289062500000000000e-01 -3.652389049530029297e-01
6.640625000000000000e-02 -7.874236106872558594e-01
1.914062500000000000e-01 4.446915388107299805e-01
3.515625000000000000e-02 -9.095895886421203613e-01
1.601562500000000000e-01 -2.352762222290039062e-02
9.765625000000000000e-02 -6.119487881660461426e-01
2.226562500000000000e-01 1.081178188323974609e+00
1.953125000000000000e-02 -9.550463557243347168e-01
1.445312500000000000e-01 -2.080200910568237305e-01
8.203125000000000000e-02 -7.073520421981811523e-01
2.070312500000000000e-01 7.388067245483398438e-01
5.078125000000000000e-02 -8.542361259460449219e-01
1.757812500000000000e-01 1.924332380294799805e-01
1.132812500000000000e-01 -4.988268613815307617e-01
2.382812500000000000e-01 1.479174613952636719e+00
1.171875000000000000e-02 -9.744949340820312500e-01
1.367187500000000000e-01 -2.897989749908447266e-01
7.421875000000000000e-02 -7.491676807403564453e-01
1.992187500000000000e-01 5.861382484436035156e-01
4.296875000000000000e-02 -8.832425475120544434e-01
1.679687500000000000e-01 8.023345470428466797e-02
1.054687500000000000e-01 -5.577651262283325195e-01
2.304687500000000000e-01 1.272721409797668457e+00
2.734375000000000000e-02 -9.334658980369567871e-01
1.523437500000000000e-01 -1.194313764572143555e-01
8.984375000000000000e-02 -6.617079973220825195e-01
2.148437500000000000e-01 9.035243988037109375e-01
5.859375000000000000e-02 -8.223688006401062012e-01
1.835937500000000000e-01 3.136962652206420898e-01
1.210937500000000000e-01 -4.347785711288452148e-01
2.460937500000000000e-01 1.701634287834167480e+00
1.953125000000000000e-03 -9.960380792617797852e-01
1.269531250000000000e-01 -3.831604719161987305e-01
6.445312500000000000e-02 -7.964608669281005859e-01
1.894531250000000000e-01 4.109916687011718750e-01
3.320312500000000000e-02 -9.157833456993103027e-01
1.582031250000000000e-01 -4.821836948394775391e-02
9.570312500000000000e-02 -6.247906684875488281e-01
2.207031250000000000e-01 1.035501241683959961e+00
1.757812500000000000e-02 -9.601024389266967773e-01
1.425781250000000000e-01 -2.290844917297363281e-01
8.007812500000000000e-02 -7.181541323661804199e-01
2.050781250000000000e-01 6.995432376861572266e-01
4.882812500000000000e-02 -8.617480397224426270e-01
1.738281250000000000e-01 1.635588407516479492e-01
1.113281250000000000e-01 -5.140262842178344727e-01
2.363281250000000000e-01 1.426104784011840820e+00
9.765625000000000000e-03 -9.790419340133666992e-01
1.347656250000000000e-01 -3.092355728149414062e-01
7.226562500000000000e-02 -7.590554356575012207e-01
1.972656250000000000e-01 5.497555732727050781e-01
4.101562500000000000e-02 -8.900708556175231934e-01
1.660156250000000000e-01 5.352532863616943359e-02
