# step, loss_train, loss_test, metrics_test
1.500000000000000000e+04 2.603771863505244255e-04 4.246334731578826904e-02 9.610973298549652100e-03 3.684306740760803223e-01 2.591324446257203817e-04 4.246334731578826904e-02 9.610973298549652100e-03 3.684306740760803223e-01 7.117362618446350098e-01
1.600000000000000000e+04 2.090193156618624926e-04 3.986409306526184082e-02 9.683708660304546356e-03 3.566218614578247070e-01 2.085219457512721419e-04 3.986409306526184082e-02 9.683708660304546356e-03 3.566218614578247070e-01 7.000708580017089844e-01
1.700000000000000000e+04 6.563020870089530945e-04 3.820445761084556580e-02 9.498410858213901520e-03 3.441577255725860596e-01 6.598653853870928288e-04 3.820445761084556580e-02 9.498410858213901520e-03 3.441577255725860596e-01 6.875193119049072266e-01
1.800000000000000000e+04 1.730700314510613680e-04 3.497786447405815125e-02 9.758178144693374634e-03 3.333519995212554932e-01 1.726523623801767826e-04 3.497786447405815125e-02 9.758178144693374634e-03 3.333519995212554932e-01 6.765161156654357910e-01
1.900000000000000000e+04 8.948987670009955764e-05 3.251509740948677063e-02 9.916993789374828339e-03 3.219125866889953613e-01 8.860392699716612697e-05 3.251509740948677063e-02 9.916993789374828339e-03 3.219125866889953613e-01 6.646453738212585449e-01
2.000000000000000000e+04 1.613400527276098728e-04 3.041013143956661224e-02 9.751067496836185455e-03 3.102833032608032227e-01 1.607229205546900630e-04 3.041013143956661224e-02 9.751067496836185455e-03 3.102833032608032227e-01 6.523545980453491211e-01
2.100000000000000000e+04 7.442847127094864845e-04 2.897574752569198608e-02 9.497017599642276764e-03 2.981747388839721680e-01 7.470793789252638817e-04 2.897574752569198608e-02 9.497017599642276764e-03 2.981747388839721680e-01 6.392834782600402832e-01
2.200000000000000000e+04 1.611252664588391781e-04 2.621218375861644745e-02 9.661479853093624115e-03 2.876927256584167480e-01 1.602268166607245803e-04 2.621218375861644745e-02 9.661479853093624115e-03 2.876927256584167480e-01 6.278205513954162598e-01
2.300000000000000000e+04 1.148164374171756208e-04 2.421067655086517334e-02 9.599664248526096344e-03 2.766976654529571533e-01 1.133914847741834819e-04 2.421067655086517334e-02 9.599664248526096344e-03 2.766976654529571533e-01 6.155383586883544922e-01
2.400000000000000000e+04 2.606948546599596739e-04 2.227898687124252319e-02 9.433785453438758850e-03 2.656959891319274902e-01 2.606060006655752659e-04 2.227898687124252319e-02 9.433785453438758850e-03 2.656959891319274902e-01 6.030061841011047363e-01
2.500000000000000000e+04 1.240646961377933621e-04 2.034261450171470642e-02 9.460295550525188446e-03 2.551683485507965088e-01 1.206497108796611428e-04 2.034261450171470642e-02 9.460295550525188446e-03 2.551683485507965088e-01 5.907754898071289062e-01
2.600000000000000000e+04 1.874578883871436119e-04 1.893825642764568329e-02 9.217822924256324768e-03 2.443286478519439697e-01 1.862920034909620881e-04 1.893825642764568329e-02 9.217822924256324768e-03 2.443286478519439697e-01 5.778910517692565918e-01
2.700000000000000000e+04 1.315071131102740765e-04 1.724522374570369720e-02 9.212512522935867310e-03 2.340751290321350098e-01 1.271219080081209540e-04 1.724522374570369720e-02 9.212512522935867310e-03 2.340751290321350098e-01 5.654601454734802246e-01
2.800000000000000000e+04 2.008742012549191713e-04 1.583797298371791840e-02 8.925351314246654510e-03 2.239349335432052612e-01 1.987697905860841274e-04 1.583797298371791840e-02 8.925351314246654510e-03 2.239349335432052612e-01 5.528888702392578125e-01
2.900000000000000000e+04 3.078179806470870972e-02 1.735403947532176971e-02 7.003844249993562698e-03 2.164604812860488892e-01 3.079450689256191254e-02 1.735403947532176971e-02 7.003844249993562698e-03 2.164604812860488892e-01 5.433169603347778320e-01
3.000000000000000000e+04 3.348070196807384491e-03 1.293488219380378723e-02 9.267240762710571289e-03 2.048814594745635986e-01 3.316537942737340927e-03 1.293488219380378723e-02 9.267240762710571289e-03 2.048814594745635986e-01 5.284838080406188965e-01
3.100000000000000000e+04 1.777704892447218299e-04 1.186830177903175354e-02 8.424827829003334045e-03 1.953460574150085449e-01 1.697446423349902034e-04 1.186830177903175354e-02 8.424827829003334045e-03 1.953460574150085449e-01 5.158457159996032715e-01
3.200000000000000000e+04 2.393084578216075897e-04 1.080585550516843796e-02 8.136675693094730377e-03 1.863662153482437134e-01 2.337247424293309450e-04 1.080585550516843796e-02 8.136675693094730377e-03 1.863662153482437134e-01 5.036536455154418945e-01
3.300000000000000000e+04 2.524817537050694227e-04 9.772573597729206085e-03 7.907805033028125763e-03 1.777096241712570190e-01 2.458633098285645247e-04 9.772573597729206085e-03 7.907805033028125763e-03 1.777096241712570190e-01 4.916225671768188477e-01
3.400000000000000000e+04 1.457993406802415848e-02 9.368283674120903015e-03 6.695333402603864670e-03 1.682663857936859131e-01 1.466943137347698212e-02 9.368283674120903015e-03 6.695333402603864670e-03 1.682663857936859131e-01 4.781154692173004150e-01
3.500000000000000000e+04 1.867743674665689468e-03 8.087865076959133148e-03 8.160823956131935120e-03 1.608036756515502930e-01 1.822376507334411144e-03 8.087865076959133148e-03 8.160823956131935120e-03 1.608036756515502930e-01 4.672036468982696533e-01
3.600000000000000000e+04 1.794554758816957474e-03 7.286236621439456940e-03 7.006199099123477936e-03 1.531546413898468018e-01 1.807499327696859837e-03 7.286236621439456940e-03 7.006199099123477936e-03 1.531546413898468018e-01 4.557844996452331543e-01
3.700000000000000000e+04 3.078909066971391439e-04 6.416134070605039597e-03 6.972672883421182632e-03 1.461004316806793213e-01 2.945731393992900848e-04 6.416134070605039597e-03 6.972672883421182632e-03 1.461004316806793213e-01 4.449857175350189209e-01
3.800000000000000000e+04 4.248435422778129578e-02 1.078567840158939362e-02 4.980123601853847504e-03 1.342277079820632935e-01 4.266164079308509827e-02 1.078567840158939362e-02 4.980123601853847504e-03 1.342277079820632935e-01 4.256849884986877441e-01
3.900000000000000000e+04 5.057957954704761505e-03 5.006279330700635910e-03 7.091310340911149979e-03 1.306657791137695312e-01 5.061687901616096497e-03 5.006279330700635910e-03 7.091310340911149979e-03 1.306657791137695312e-01 4.203503131866455078e-01
4.000000000000000000e+04 9.318388067185878754e-03 5.284825339913368225e-03 5.916361231356859207e-03 1.238731965422630310e-01 9.359112009406089783e-03 5.284825339913368225e-03 5.916361231356859207e-03 1.238731965422630310e-01 4.089609086513519287e-01
4.100000000000000000e+04 3.030482039321213961e-04 4.097939468920230865e-03 6.006155163049697876e-03 1.191801056265830994e-01 2.879954699892550707e-04 4.097939468920230865e-03 6.006155163049697876e-03 1.191801056265830994e-01 4.010978639125823975e-01
4.200000000000000000e+04 2.738397335633635521e-03 3.172453958541154861e-03 5.047719925642013550e-03 1.144011616706848145e-01 2.764502074569463730e-03 3.172453958541154861e-03 5.047719925642013550e-03 1.144011616706848145e-01 3.929487466812133789e-01
4.300000000000000000e+04 2.407121501164510846e-04 3.195169148966670036e-03 5.559395998716354370e-03 1.074523478746414185e-01 2.245707291876897216e-04 3.195169148966670036e-03 5.559395998716354370e-03 1.074523478746414185e-01 3.804398477077484131e-01
4.400000000000000000e+04 2.552777878008782864e-04 2.832822501659393311e-03 5.311012268066406250e-03 1.019329056143760681e-01 2.415477792965248227e-04 2.832822501659393311e-03 5.311012268066406250e-03 1.019329056143760681e-01 3.703225553035736084e-01
4.500000000000000000e+04 2.392479073023423553e-04 2.502564806491136551e-03 5.088863428682088852e-03 9.674096852540969849e-02 2.251707628602162004e-04 2.502564806491136551e-03 5.088863428682088852e-03 9.674096852540969849e-02 3.605538308620452881e-01
4.600000000000000000e+04 2.269807446282356977e-04 2.206573728471994400e-03 4.876453895121812820e-03 9.175994992256164551e-02 2.136620023520663381e-04 2.206573728471994400e-03 4.876453895121812820e-03 9.175994992256164551e-02 3.509312570095062256e-01
4.700000000000000000e+04 6.532736588269472122e-04 2.039888175204396248e-03 5.034279078245162964e-03 8.639177680015563965e-02 6.223780801519751549e-04 2.039888175204396248e-03 5.034279078245162964e-03 8.639177680015563965e-02 3.402118980884552002e-01
4.800000000000000000e+04 3.398020984604954720e-03 3.741642693057656288e-03 3.585045458748936653e-03 8.185706287622451782e-02 3.426776034757494926e-03 3.741642693057656288e-03 3.585045458748936653e-03 8.185706287622451782e-02 3.306415081024169922e-01
4.900000000000000000e+04 4.548165202140808105e-02 2.802430186420679092e-03 3.942783456295728683e-03 7.980374991893768311e-02 4.555142670869827271e-02 2.802430186420679092e-03 3.942783456295728683e-03 7.980374991893768311e-02 3.264512419700622559e-01
5.000000000000000000e+04 2.865069545805454254e-04 1.317110494710505009e-03 4.145665559917688370e-03 7.390665262937545776e-02 2.715957234613597393e-04 1.317110494710505009e-03 4.145665559917688370e-03 7.390665262937545776e-02 3.140758275985717773e-01
5.100000000000000000e+04 1.559599331812933087e-04 1.134287682361900806e-03 3.863363526761531830e-03 7.018280029296875000e-02 1.399190950905904174e-04 1.134287682361900806e-03 3.863363526761531830e-03 7.018280029296875000e-02 3.058574795722961426e-01
5.200000000000000000e+04 1.428818068234249949e-04 9.717702050693333149e-04 3.707093652337789536e-03 6.645768135786056519e-02 1.286683691432699561e-04 9.717702050693333149e-04 3.707093652337789536e-03 6.645768135786056519e-02 2.974069118499755859e-01
5.300000000000000000e+04 1.492982555646449327e-04 8.261205512098968029e-04 3.489869413897395134e-03 6.293968856334686279e-02 1.373215345665812492e-04 8.261205512098968029e-04 3.489869413897395134e-03 6.293968856334686279e-02 2.892090976238250732e-01
5.400000000000000000e+04 1.557328389026224613e-03 6.537657463923096657e-04 3.331399522721767426e-03 5.968667566776275635e-02 1.576986978761851788e-03 6.537657463923096657e-04 3.331399522721767426e-03 5.968667566776275635e-02 2.814496159553527832e-01
5.500000000000000000e+04 8.585282601416110992e-03 5.731791025027632713e-04 3.803285071626305580e-03 5.639381706714630127e-02 8.509662933647632599e-03 5.731791025027632713e-04 3.803285071626305580e-03 5.639381706714630127e-02 2.732862234115600586e-01
5.600000000000000000e+04 1.587931474205106497e-04 5.237434525042772293e-04 3.025007434189319611e-03 5.334886536002159119e-02 1.427875249646604061e-04 5.237434525042772293e-04 3.025007434189319611e-03 5.334886536002159119e-02 2.655875682830810547e-01
5.700000000000000000e+04 1.504220906645059586e-02 5.230152746662497520e-04 2.090262249112129211e-03 5.043902248144149780e-02 1.511183287948369980e-02 5.230152746662497520e-04 2.090262249112129211e-03 5.043902248144149780e-02 2.580129206180572510e-01
5.800000000000000000e+04 6.550215929746627808e-02 6.093534175306558609e-04 1.187759218737483025e-03 4.759614169597625732e-02 6.572372466325759888e-02 6.093534175306558609e-04 1.187759218737483025e-03 4.759614169597625732e-02 2.503673434257507324e-01
5.900000000000000000e+04 2.418115176260471344e-02 7.173189660534262657e-04 2.485306467860937119e-03 4.639093950390815735e-02 2.421406097710132599e-02 7.173189660534262657e-04 2.485306467860937119e-03 4.639093950390815735e-02 2.469351738691329956e-01
6.000000000000000000e+04 4.020596970804035664e-04 2.726512902881950140e-04 2.495657885447144508e-03 4.254755377769470215e-02 3.832027723547071218e-04 2.726512902881950140e-04 2.495657885447144508e-03 4.254755377769470215e-02 2.362605333328247070e-01
