# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 6.637069582939147949e-01 5.461532473564147949e-01 4.559312388300895691e-02 6.400000000000000000e+01 4.900000000000000000e+01 7.290000000000000000e+02 3.738743591308593750e+01 3.689685440063476562e+01 2.563333740234375000e+02 6.637069582939147949e-01 5.461532473564147949e-01 4.559312388300895691e-02 6.400000000000000000e+01 4.900000000000000000e+01 7.290000000000000000e+02 3.738743591308593750e+01 3.689685440063476562e+01 2.563333740234375000e+02
1.000000000000000000e+03 6.290068149566650391e+00 2.744299888610839844e+00 2.605261564254760742e+00 3.240573120117187500e+01 4.659116966649889946e-04 2.073431253433227539e+00 3.315362930297851562e+01 6.283637046813964844e+00 1.083310699462890625e+01 6.290068149566650391e+00 2.744299888610839844e+00 2.605261564254760742e+00 3.240573120117187500e+01 4.659116966649889946e-04 2.073431253433227539e+00 3.315362930297851562e+01 6.283637046813964844e+00 1.083310699462890625e+01
2.000000000000000000e+03 9.303543090820312500e+00 1.980490446090698242e+00 1.348223090171813965e+00 1.831923866271972656e+01 2.964982986450195312e-01 1.691034674644470215e+00 3.293088531494140625e+01 1.375850486755371094e+01 5.177169799804687500e+00 9.303543090820312500e+00 1.980490446090698242e+00 1.348223090171813965e+00 1.831923866271972656e+01 2.964982986450195312e-01 1.691034674644470215e+00 3.293088531494140625e+01 1.375850486755371094e+01 5.177169799804687500e+00
3.000000000000000000e+03 8.733293533325195312e+00 2.078143358230590820e+00 1.172837734222412109e+00 1.485561752319335938e+01 3.629504740238189697e-01 1.522043466567993164e+00 3.290858078002929688e+01 1.698769378662109375e+01 3.199939489364624023e+00 8.733293533325195312e+00 2.078143358230590820e+00 1.172837734222412109e+00 1.485561752319335938e+01 3.629504740238189697e-01 1.522043466567993164e+00 3.290858078002929688e+01 1.698769378662109375e+01 3.199939489364624023e+00
4.000000000000000000e+03 8.464927673339843750e+00 2.057061910629272461e+00 7.921896576881408691e-01 1.208606243133544922e+01 3.857201337814331055e-01 1.346413969993591309e+00 3.267803573608398438e+01 1.882946014404296875e+01 2.474632501602172852e+00 8.464927673339843750e+00 2.057061910629272461e+00 7.921896576881408691e-01 1.208606243133544922e+01 3.857201337814331055e-01 1.346413969993591309e+00 3.267803573608398438e+01 1.882946014404296875e+01 2.474632501602172852e+00
5.000000000000000000e+03 8.114284515380859375e+00 2.255872011184692383e+00 6.368312239646911621e-01 1.018653202056884766e+01 3.684193193912506104e-01 1.237548470497131348e+00 3.241147994995117188e+01 1.961336135864257812e+01 2.049411058425903320e+00 8.114284515380859375e+00 2.255872011184692383e+00 6.368312239646911621e-01 1.018653202056884766e+01 3.684193193912506104e-01 1.237548470497131348e+00 3.241147994995117188e+01 1.961336135864257812e+01 2.049411058425903320e+00
6.000000000000000000e+03 7.666035652160644531e+00 2.404498338699340820e+00 4.632876515388488770e-01 8.520765304565429688e+00 3.605167567729949951e-01 1.140976071357727051e+00 3.218072891235351562e+01 2.004537200927734375e+01 1.780374765396118164e+00 7.666035652160644531e+00 2.404498338699340820e+00 4.632876515388488770e-01 8.520765304565429688e+00 3.605167567729949951e-01 1.140976071357727051e+00 3.218072891235351562e+01 2.004537200927734375e+01 1.780374765396118164e+00
7.000000000000000000e+03 7.123161315917968750e+00 2.744754314422607422e+00 3.581375479698181152e-01 7.156082630157470703e+00 3.415196537971496582e-01 1.013783931732177734e+00 3.157451820373535156e+01 2.003791999816894531e+01 1.723477959632873535e+00 7.123161315917968750e+00 2.744754314422607422e+00 3.581375479698181152e-01 7.156082630157470703e+00 3.415196537971496582e-01 1.013783931732177734e+00 3.157451820373535156e+01 2.003791999816894531e+01 1.723477959632873535e+00
8.000000000000000000e+03 3.427330732345581055e+00 3.896327972412109375e+00 1.024570226669311523e+00 5.207952976226806641e+00 4.514929056167602539e-01 6.970132589340209961e-01 1.924680328369140625e+01 1.785533714294433594e+01 1.137036705017089844e+01 3.427330732345581055e+00 3.896327972412109375e+00 1.024570226669311523e+00 5.207952976226806641e+00 4.514929056167602539e-01 6.970132589340209961e-01 1.924680328369140625e+01 1.785533714294433594e+01 1.137036705017089844e+01
9.000000000000000000e+03 7.063360214233398438e-01 1.581516981124877930e+00 4.718465209007263184e-01 1.613952636718750000e+00 2.585010826587677002e-01 3.466019406914710999e-02 4.916688919067382812e+00 4.733533859252929688e+00 1.169317054748535156e+01 7.063360214233398438e-01 1.581516981124877930e+00 4.718465209007263184e-01 1.613952636718750000e+00 2.585010826587677002e-01 3.466019406914710999e-02 4.916688919067382812e+00 4.733533859252929688e+00 1.169317054748535156e+01
1.000000000000000000e+04 3.144208490848541260e-01 8.061246871948242188e-01 2.576552033424377441e-01 8.120450973510742188e-01 8.431583642959594727e-02 3.296045120805501938e-03 2.270711660385131836e+00 2.215460300445556641e+00 7.831766128540039062e+00 3.144208490848541260e-01 8.061246871948242188e-01 2.576552033424377441e-01 8.120450973510742188e-01 8.431583642959594727e-02 3.296045120805501938e-03 2.270711660385131836e+00 2.215460300445556641e+00 7.831766128540039062e+00
1.100000000000000000e+04 1.864273846149444580e-01 4.568057358264923096e-01 2.039913088083267212e-01 4.316114783287048340e-01 3.022616356611251831e-02 2.006504870951175690e-02 1.324896693229675293e+00 1.346311330795288086e+00 4.992628574371337891e+00 1.864273846149444580e-01 4.568057358264923096e-01 2.039913088083267212e-01 4.316114783287048340e-01 3.022616356611251831e-02 2.006504870951175690e-02 1.324896693229675293e+00 1.346311330795288086e+00 4.992628574371337891e+00
1.200000000000000000e+04 1.212031990289688110e-01 3.186130523681640625e-01 1.653731316328048706e-01 2.308548092842102051e-01 1.439047511667013168e-02 1.775181293487548828e-02 9.220749139785766602e-01 9.656237959861755371e-01 2.980609178543090820e+00 1.212031990289688110e-01 3.186130523681640625e-01 1.653731316328048706e-01 2.308548092842102051e-01 1.439047511667013168e-02 1.775181293487548828e-02 9.220749139785766602e-01 9.656237959861755371e-01 2.980609178543090820e+00
1.300000000000000000e+04 8.326590061187744141e-02 2.575850486755371094e-01 1.373516470193862915e-01 1.249854341149330139e-01 8.980440907180309296e-03 1.326270122081041336e-02 6.681393980979919434e-01 7.085800766944885254e-01 1.646950960159301758e+00 8.326590061187744141e-02 2.575850486755371094e-01 1.373516470193862915e-01 1.249854341149330139e-01 8.980440907180309296e-03 1.326270122081041336e-02 6.681393980979919434e-01 7.085800766944885254e-01 1.646950960159301758e+00
1.400000000000000000e+04 6.149730086326599121e-02 1.839990615844726562e-01 1.301869004964828491e-01 6.759342551231384277e-02 5.721944849938154221e-03 8.568025194108486176e-03 4.571677744388580322e-01 4.889486730098724365e-01 8.606851100921630859e-01 6.149730086326599121e-02 1.839990615844726562e-01 1.301869004964828491e-01 6.759342551231384277e-02 5.721944849938154221e-03 8.568025194108486176e-03 4.571677744388580322e-01 4.889486730098724365e-01 8.606851100921630859e-01
1.500000000000000000e+04 5.953910201787948608e-02 1.382725536823272705e-01 1.066866740584373474e-01 3.418723493814468384e-02 3.481958294287323952e-03 4.127938766032457352e-03 2.888503968715667725e-01 3.062497377395629883e-01 4.502251148223876953e-01 5.953910201787948608e-02 1.382725536823272705e-01 1.066866740584373474e-01 3.418723493814468384e-02 3.481958294287323952e-03 4.127938766032457352e-03 2.888503968715667725e-01 3.062497377395629883e-01 4.502251148223876953e-01
1.600000000000000000e+04 7.645492255687713623e-02 1.266260594129562378e-01 1.718774586915969849e-01 1.774736680090427399e-02 1.377955195493996143e-03 9.788287570700049400e-04 1.697261035442352295e-01 1.933850347995758057e-01 2.657865285873413086e-01 7.645492255687713623e-02 1.266260594129562378e-01 1.718774586915969849e-01 1.774736680090427399e-02 1.377955195493996143e-03 9.788287570700049400e-04 1.697261035442352295e-01 1.933850347995758057e-01 2.657865285873413086e-01
1.700000000000000000e+04 4.152210056781768799e-02 1.035038530826568604e-01 1.038762405514717102e-01 5.378676578402519226e-03 1.575600355863571167e-03 3.590838750824332237e-04 1.048858836293220520e-01 1.219311878085136414e-01 1.749662756919860840e-01 4.152210056781768799e-02 1.035038530826568604e-01 1.038762405514717102e-01 5.378676578402519226e-03 1.575600355863571167e-03 3.590838750824332237e-04 1.048858836293220520e-01 1.219311878085136414e-01 1.749662756919860840e-01
1.800000000000000000e+04 4.809191077947616577e-02 8.674326539039611816e-02 9.546911716461181641e-02 1.918220426887273788e-03 1.156675629317760468e-03 1.203720239573158324e-05 6.782618165016174316e-02 8.284886181354522705e-02 1.215793639421463013e-01 4.809191077947616577e-02 8.674326539039611816e-02 9.546911716461181641e-02 1.918220426887273788e-03 1.156675629317760468e-03 1.203720239573158324e-05 6.782618165016174316e-02 8.284886181354522705e-02 1.215793639421463013e-01
1.900000000000000000e+04 5.540946871042251587e-02 7.275881618261337280e-02 6.971675157546997070e-02 8.118741097860038280e-04 7.465076632797718048e-04 1.289914143853820860e-05 4.537190869450569153e-02 5.674934759736061096e-02 8.390112221240997314e-02 5.540946871042251587e-02 7.275881618261337280e-02 6.971675157546997070e-02 8.118741097860038280e-04 7.465076632797718048e-04 1.289914143853820860e-05 4.537190869450569153e-02 5.674934759736061096e-02 8.390112221240997314e-02
2.000000000000000000e+04 5.582560226321220398e-02 5.626592412590980530e-02 4.290370270609855652e-02 4.424794169608503580e-04 5.077118985354900360e-04 1.449376577511429787e-05 2.937269210815429688e-02 3.684909269213676453e-02 5.511666461825370789e-02 5.582560226321220398e-02 5.626592412590980530e-02 4.290370270609855652e-02 4.424794169608503580e-04 5.077118985354900360e-04 1.449376577511429787e-05 2.937269210815429688e-02 3.684909269213676453e-02 5.511666461825370789e-02
2.100000000000000000e+04 4.479376226663589478e-02 4.361531510949134827e-02 3.050052188336849213e-02 2.744257217273116112e-04 3.108540549874305725e-04 1.432001590728759766e-05 1.804254949092864990e-02 2.272664010524749756e-02 3.419643267989158630e-02 4.479376226663589478e-02 4.361531510949134827e-02 3.050052188336849213e-02 2.744257217273116112e-04 3.108540549874305725e-04 1.432001590728759766e-05 1.804254949092864990e-02 2.272664010524749756e-02 3.419643267989158630e-02
2.200000000000000000e+04 3.324346616864204407e-02 3.846079483628273010e-02 2.385411784052848816e-02 1.385611976729705930e-04 2.092044451273977757e-04 8.327948307851329446e-06 1.115331612527370453e-02 1.373694743961095810e-02 2.133271470665931702e-02 3.324346616864204407e-02 3.846079483628273010e-02 2.385411784052848816e-02 1.385611976729705930e-04 2.092044451273977757e-04 8.327948307851329446e-06 1.115331612527370453e-02 1.373694743961095810e-02 2.133271470665931702e-02
2.300000000000000000e+04 8.949110656976699829e-02 5.859773978590965271e-02 1.501438915729522705e-01 6.214811583049595356e-04 2.253771890536881983e-05 1.269817003048956394e-04 7.805251050740480423e-03 1.144282706081867218e-02 1.505013089627027512e-02 8.949110656976699829e-02 5.859773978590965271e-02 1.501438915729522705e-01 6.214811583049595356e-04 2.253771890536881983e-05 1.269817003048956394e-04 7.805251050740480423e-03 1.144282706081867218e-02 1.505013089627027512e-02
2.400000000000000000e+04 2.389124967157840729e-02 3.397799655795097351e-02 1.784668304026126862e-02 3.229044887120835483e-05 1.398890162818133831e-04 9.081850294023752213e-08 5.278675351291894913e-03 6.248197052627801895e-03 1.031159143894910812e-02 2.389124967157840729e-02 3.397799655795097351e-02 1.784668304026126862e-02 3.229044887120835483e-05 1.398890162818133831e-04 9.081850294023752213e-08 5.278675351291894913e-03 6.248197052627801895e-03 1.031159143894910812e-02
2.500000000000000000e+04 2.078895829617977142e-02 3.146908059716224670e-02 1.356766466051340103e-02 5.370706276153214276e-05 7.932332664495334029e-05 4.895264282822608948e-06 4.092484712600708008e-03 4.884792026132345200e-03 8.054051548242568970e-03 2.078895829617977142e-02 3.146908059716224670e-02 1.356766466051340103e-02 5.370706276153214276e-05 7.932332664495334029e-05 4.895264282822608948e-06 4.092484712600708008e-03 4.884792026132345200e-03 8.054051548242568970e-03
2.600000000000000000e+04 1.973318308591842651e-02 2.916331775486469269e-02 1.257339771836996078e-02 3.451132215559482574e-05 6.984025094425305724e-05 2.622258762130513787e-06 3.307436592876911163e-03 3.892129985615611076e-03 6.545965094119310379e-03 1.973318308591842651e-02 2.916331775486469269e-02 1.257339771836996078e-02 3.451132215559482574e-05 6.984025094425305724e-05 2.622258762130513787e-06 3.307436592876911163e-03 3.892129985615611076e-03 6.545965094119310379e-03
2.700000000000000000e+04 2.147252857685089111e-02 2.753118611872196198e-02 1.553689874708652496e-02 1.268527739739511162e-06 1.238737022504210472e-04 4.661793354898691177e-06 2.809259807690978050e-03 3.242647973820567131e-03 5.592406261712312698e-03 2.147252857685089111e-02 2.753118611872196198e-02 1.553689874708652496e-02 1.268527739739511162e-06 1.238737022504210472e-04 4.661793354898691177e-06 2.809259807690978050e-03 3.242647973820567131e-03 5.592406261712312698e-03
2.800000000000000000e+04 1.731866039335727692e-02 2.511529438197612762e-02 1.013073232024908066e-02 8.474449714412912726e-06 5.921607225900515914e-05 2.247528755106031895e-06 2.423451049253344536e-03 2.812735736370086670e-03 4.796924535185098648e-03 1.731866039335727692e-02 2.511529438197612762e-02 1.013073232024908066e-02 8.474449714412912726e-06 5.921607225900515914e-05 2.247528755106031895e-06 2.423451049253344536e-03 2.812735736370086670e-03 4.796924535185098648e-03
2.900000000000000000e+04 1.520499773323535919e-02 2.274750359356403351e-02 8.712010458111763000e-03 2.793904604914132506e-05 4.388031447888351977e-05 2.804459654726088047e-06 2.031234791502356529e-03 2.409331966191530228e-03 4.091287963092327118e-03 1.520499773323535919e-02 2.274750359356403351e-02 8.712010458111763000e-03 2.793904604914132506e-05 4.388031447888351977e-05 2.804459654726088047e-06 2.031234791502356529e-03 2.409331966191530228e-03 4.091287963092327118e-03
3.000000000000000000e+04 1.281500514596700668e-02 1.997155882418155670e-02 7.748127914965152740e-03 1.578099727339576930e-05 5.544722080230712891e-05 4.767352947965264320e-07 1.711560762487351894e-03 2.041778061538934708e-03 3.491409821435809135e-03 1.281500514596700668e-02 1.997155882418155670e-02 7.748127914965152740e-03 1.578099727339576930e-05 5.544722080230712891e-05 4.767352947965264320e-07 1.711560762487351894e-03 2.041778061538934708e-03 3.491409821435809135e-03
3.100000000000000000e+04 1.161717157810926437e-02 1.726589538156986237e-02 8.670846931636333466e-03 4.613867349689826369e-05 2.038246384472586215e-05 9.024461178341880441e-06 1.441999920643866062e-03 1.814026967622339725e-03 2.982740988954901695e-03 1.161717157810926437e-02 1.726589538156986237e-02 8.670846931636333466e-03 4.613867349689826369e-05 2.038246384472586215e-05 9.024461178341880441e-06 1.441999920643866062e-03 1.814026967622339725e-03 2.982740988954901695e-03
3.200000000000000000e+04 9.690254926681518555e-03 1.383211370557546616e-02 7.575689349323511124e-03 1.450829222449101508e-05 1.392579088133061305e-05 6.138729077065363526e-06 1.130485092289745808e-03 1.375517691485583782e-03 2.350475406274199486e-03 9.690254926681518555e-03 1.383211370557546616e-02 7.575689349323511124e-03 1.450829222449101508e-05 1.392579088133061305e-05 6.138729077065363526e-06 1.130485092289745808e-03 1.375517691485583782e-03 2.350475406274199486e-03
3.300000000000000000e+04 9.031411260366439819e-03 1.207431685179471970e-02 5.559563171118497849e-03 1.177068588731344789e-05 1.237370452145114541e-05 2.554748789407312870e-06 8.937501697801053524e-04 1.093626604415476322e-03 1.869339379481971264e-03 9.031411260366439819e-03 1.207431685179471970e-02 5.559563171118497849e-03 1.177068588731344789e-05 1.237370452145114541e-05 2.554748789407312870e-06 8.937501697801053524e-04 1.093626604415476322e-03 1.869339379481971264e-03
3.400000000000000000e+04 8.499213494360446930e-03 1.113147009164094925e-02 4.323399625718593597e-03 9.482792847848031670e-06 1.777629222488030791e-05 1.219599653268232942e-06 7.093870081007480621e-04 8.819042704999446869e-04 1.509001711383461952e-03 8.499213494360446930e-03 1.113147009164094925e-02 4.323399625718593597e-03 9.482792847848031670e-06 1.777629222488030791e-05 1.219599653268232942e-06 7.093870081007480621e-04 8.819042704999446869e-04 1.509001711383461952e-03
3.500000000000000000e+04 8.148158900439739227e-03 1.037322822958230972e-02 3.814956871792674065e-03 1.084095492842607200e-05 1.215328666148707271e-05 2.101296558976173401e-06 5.895010544918477535e-04 7.389701204374432564e-04 1.267179148271679878e-03 8.148158900439739227e-03 1.037322822958230972e-02 3.814956871792674065e-03 1.084095492842607200e-05 1.215328666148707271e-05 2.101296558976173401e-06 5.895010544918477535e-04 7.389701204374432564e-04 1.267179148271679878e-03
3.600000000000000000e+04 7.834629155695438385e-03 9.730149060487747192e-03 3.487790469080209732e-03 7.821250619599595666e-06 8.463348422083072364e-06 7.934031600598245859e-07 5.118349217809736729e-04 6.398145342245697975e-04 1.099677523598074913e-03 7.834629155695438385e-03 9.730149060487747192e-03 3.487790469080209732e-03 7.821250619599595666e-06 8.463348422083072364e-06 7.934031600598245859e-07 5.118349217809736729e-04 6.398145342245697975e-04 1.099677523598074913e-03
3.700000000000000000e+04 3.515342995524406433e-02 2.025563456118106842e-02 8.230439573526382446e-02 1.869071274995803833e-04 2.816634605551371351e-07 3.464591281954199076e-05 6.356745725497603416e-04 1.349322847090661526e-03 1.204119180329144001e-03 3.515342995524406433e-02 2.025563456118106842e-02 8.230439573526382446e-02 1.869071274995803833e-04 2.816634605551371351e-07 3.464591281954199076e-05 6.356745725497603416e-04 1.349322847090661526e-03 1.204119180329144001e-03
3.800000000000000000e+04 7.533183787018060684e-03 8.620156906545162201e-03 4.212919156998395920e-03 3.713657861226238310e-07 1.995418278966099024e-05 1.309672370553016663e-08 4.049476992804557085e-04 4.953083698637783527e-04 8.794702589511871338e-04 7.533183787018060684e-03 8.620156906545162201e-03 4.212919156998395920e-03 3.713657861226238310e-07 1.995418278966099024e-05 1.309672370553016663e-08 4.049476992804557085e-04 4.953083698637783527e-04 8.794702589511871338e-04
3.900000000000000000e+04 1.509070489555597305e-02 1.016061101108789444e-02 1.899453997611999512e-02 7.956133049447089434e-05 8.303507001983234659e-07 2.328633854631334543e-05 3.942592011298984289e-04 6.646327092312276363e-04 8.395391050726175308e-04 1.509070489555597305e-02 1.016061101108789444e-02 1.899453997611999512e-02 7.956133049447089434e-05 8.303507001983234659e-07 2.328633854631334543e-05 3.942592011298984289e-04 6.646327092312276363e-04 8.395391050726175308e-04
4.000000000000000000e+04 6.523365154862403870e-03 7.612926419824361801e-03 2.802741713821887970e-03 3.229925141567946412e-06 9.087599210033658892e-06 3.637978807091712952e-08 3.283462719991803169e-04 4.035230958834290504e-04 7.119586807675659657e-04 6.523365154862403870e-03 7.612926419824361801e-03 2.802741713821887970e-03 3.229925141567946412e-06 9.087599210033658892e-06 3.637978807091712952e-08 3.283462719991803169e-04 4.035230958834290504e-04 7.119586807675659657e-04
4.100000000000000000e+04 7.046157494187355042e-03 7.442611735314130783e-03 3.243475919589400291e-03 3.075385757256299257e-05 9.969962775357998908e-07 1.442124266759492457e-05 3.162091888953000307e-04 4.180721298325806856e-04 7.002111524343490601e-04 7.046157494187355042e-03 7.442611735314130783e-03 3.243475919589400291e-03 3.075385757256299257e-05 9.969962775357998908e-07 1.442124266759492457e-05 3.162091888953000307e-04 4.180721298325806856e-04 7.002111524343490601e-04
4.200000000000000000e+04 6.115159485489130020e-03 6.842105183750391006e-03 2.962402999401092529e-03 1.264234924747142941e-06 1.107138905354076996e-05 7.366907084360718727e-09 2.722327481023967266e-04 3.329745959490537643e-04 5.934475921094417572e-04 6.115159485489130020e-03 6.842105183750391006e-03 2.962402999401092529e-03 1.264234924747142941e-06 1.107138905354076996e-05 7.366907084360718727e-09 2.722327481023967266e-04 3.329745959490537643e-04 5.934475921094417572e-04
